group_id,leader,member,modify_leader,image_url,Image,label,canonical leader ,Brand,Name ,Package ,Promotion 
11830,galaxy minstrel share bag,galaxy minstrel share bag,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/aee4a38d52947041d8d946f24cd5be85/859baff1d76042a45e319d1de80aec7a.jpeg,,,galaxy minstrels 240 g,Galaxy,Minstrels ,240 g,0
11843,galaxy smooth caramel chocolate bar,galaxy caramel chocolate,No,https://d1ralsognjng37.cloudfront.net/bef0d1ec-0198-4cd1-aedb-c175d753bc17.jpeg,,,galaxy smooth caramel chocolate bar,Galaxy,Smooth caramel chocolate bar,135 g,0
11908,gallo fv pinot grigio 75cl,gallo fv pinot grigio 75cl,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/7c9ea7e445e0dd981514404020d13d9c/859baff1d76042a45e319d1de80aec7a.jpeg,,,gallo pinot grigio wine 750 ml,Gallo,Pinot grigio wine ,750 ml,0
11965,geek bar disposable blueberry ice,elf bar blueberry disposable,No,,,,geek bar disposable blueberry ice,Geek bar,Blueberry ice disposable,1 unit,0
11986,get a free lavazza coffee or hot drink with any breakfast bap,get a free lavazza coffee or hot drink with any breakfast bap,Yes,,,,get a free lavazza coffee or hot drink with any breakfast bap,,,,
12123,glen vodka,glen vodka  cl,No,https://d1ralsognjng37.cloudfront.net/964822ad-a3e2-4a97-9de6-7c3cfa3929a0.jpeg,,,glen vodka,Glen's,Vodka,30 ml,0
12123,glen vodka,glen vodka .5 %,No,https://d1ralsognjng37.cloudfront.net/2967ec5c-ff59-4d90-b8f0-571ad5e5ac20.jpeg,,,glen vodka,Glen's,Vodka,350 ml,0
12132,glen vodka 35cl 37.5 % dst,glen vodka .5 % 35cl,Yes,https://d1ralsognjng37.cloudfront.net/7c943b45-38d9-4970-b461-934b79c25792.jpeg,,,glen's vodka 350 ml,Glen's,Vodka,350 ml,0
12132,glen vodka 35cl 37.5 % dst,glen vodka 35cl 37.5 % dst,Yes,,,,glen's vodka 350 ml,Glen's,Vodka,350 ml,0
12133,glen vodka 37.5% 350 ml,glen vodka  37.5 %,No,https://d1ralsognjng37.cloudfront.net/cbcb5673-5646-48b8-8531-6e599fe760b6.jpeg,,,glen vodka 37.5% 350 ml,Glen's,Vodka,350 ml,0
12133,glen vodka 37.5% 350 ml,glen vodka 37.5 % 20cl,No,,,,glen vodka 37.5% 350 ml,Glen's,Vodka,350 ml,0
12133,glen vodka 37.5% 350 ml,glen vodka 37.5 % 35cl,No,https://d1ralsognjng37.cloudfront.net/06a463c1-7e99-42c9-b0ba-556af595a00a.jpeg,,,glen vodka 37.5% 350 ml,Glen's,Vodka,350 ml,0
12133,glen vodka 37.5% 350 ml,glen vodka 37.5 % 70cl,No,https://d1ralsognjng37.cloudfront.net/5d9294fb-1f1d-49da-a1e2-593a6c698623.jpeg,,,glen vodka 37.5% 350 ml,Glen's,Vodka,350 ml,0
12133,glen vodka 37.5% 350 ml,glen vodka 37.5 % dst 1l,No,,,,glen vodka 37.5% 350 ml,Glen's,Vodka,350 ml,0
12133,glen vodka 37.5% 350 ml,glen vodka 37.5 % dst 35,No,https://d1ralsognjng37.cloudfront.net/f138fe07-282c-49ac-8201-26bb6ea8f6cc.jpeg,,,glen vodka 37.5% 350 ml,Glen's,Vodka,350 ml,0
12133,glen vodka 37.5% 350 ml,glen vodka 37.5 % dst 70cl,No,https://d1ralsognjng37.cloudfront.net/ebbd3719-4303-43b2-a8a1-7c2d01df9395.jpeg,,,glen vodka 37.5% 350 ml,Glen's,Vodka,350 ml,0
12157,glenn vodka 70cl,glenn vodka 70cl,Yes,,,,glen's vodka 700 ml,Glen's,Vodka,700 ml,0
12184,go local 4 roll white,go local 4 roll white,Yes,https://d1ralsognjng37.cloudfront.net/97368c04-091f-4ab7-85b7-4f97163439cf.jpeg,,,freedom inspirations soft white 4 roll,Freedom,Inspirations soft white,4 roll,0
12207,gold leaf handy pack 30g,gold leaf handy pack 30g,Yes,,,,gold leaf handy pack 30 g,Gold leaf,Handy pack ,30 g,0
12231,golden cross pickled onion ring,golden cross pickled onion ring,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b006fd9f04c1db499a892775a9c79be2/859baff1d76042a45e319d1de80aec7a.jpeg,,,golden cross pickled onion rings 1 unit,Golden cross,Cross pickled onion rings,1 unit,0
12311,golden wonder transformas beef,golden wonder transformas beef,Yes,https://d1ralsognjng37.cloudfront.net/6e469275-2326-4473-a5f4-dbcb489a395f.jpeg,,,golden wonder transform a snack beef,Golden wonder,Transform a snack beef,1 unit,0
12355,goodfellas stonebaked thin pepperoni pizza,goodfellas stonebaked thin margherita pizza,Yes,https://d1ralsognjng37.cloudfront.net/484ad566-c11c-4637-9105-1beeedb33696.jpeg,,,goodfellas stone baked thin margherita pizza 1 unit,Goodfellas,Stone baked thin margherita pizza,1 unit,0
12355,goodfellas stonebaked thin pepperoni pizza,goodfellas stonebaked thin pepperoni pizza,Yes,https://d1ralsognjng37.cloudfront.net/cb6dc294-6db7-405b-a525-99f2f2987419.jpeg,,,goodfellas stone baked thin pepperoni pizza 1 unit,Goodfellas,Stone baked thin pepperoni pizza,1 unit,0
12378,gordens 70cl,gordens 70cl,Yes,,,,gordon's dry gin 700 ml,Gordon's,Dry gin ,700 ml,0
12505,gordon's gin & schweppes slimline tonic  250 ml,gordons and schweppes slimline tonic 250ml,No,https://tb-static.uber.com/prod/image-proc/processed_images/868e95ee9adcdd47ac946d3184cffe32/859baff1d76042a45e319d1de80aec7a.jpeg,,,gordon's gin & schweppes slimline tonic  250 ml,Gordon's,Gin & slimline tonic,250 ml,0
12505,gordon's gin & schweppes slimline tonic  250 ml,gordons and schweppes slimline tonic 250ml 4pk,No,https://tb-static.uber.com/prod/image-proc/processed_images/868e95ee9adcdd47ac946d3184cffe32/859baff1d76042a45e319d1de80aec7a.jpeg,,,gordons and schweppes slimline tonic 250ml 4pk,Gordon's,Gin & slimline tonic,4 x 250 ml,0
12505,gordon's gin & schweppes slimline tonic  250 ml,gordons and schweppes tonic 250ml,No,https://tb-static.uber.com/prod/image-proc/processed_images/9c3271b6509ffecc5d10a16997908a8c/859baff1d76042a45e319d1de80aec7a.jpeg,,,gordon's gin & schweppes slimline tonic  250 ml,Gordon's,Gin & slimline tonic,250 ml,0
12505,gordon's gin & schweppes slimline tonic  250 ml,gordons jin and schweppes slimline tonic 250ml,No,,,,gordon's gin & schweppes slimline tonic  250 ml,Gordon's,Gin & slimline tonic,250 ml,0
12505,gordon's gin & schweppes slimline tonic  250 ml,gordons schweppes slimline tonic 250ml can,No,https://d1ralsognjng37.cloudfront.net/2da64bdf-e62c-4125-a1fe-cc95ad7686c1.jpeg,,,gordon's gin & schweppes slimline tonic  250 ml,Gordon's,Gin & slimline tonic,250 ml,0
12456,gordons and schweppes slimline tonic,gordons and schweppes slimline tonic,Yes,,,,gordon's gin & slimline tonic,Gordon's,Gin & slimline tonic,,0
23376,gordons london dry gin and tonic 250 ml,gordon pink gin tonic 250ml,No,,,,gordon pink gin tonic 250ml,Gordon's,Pink gin tonic,250 ml,0
23376,gordons london dry gin and tonic 250 ml,gordons gin tonic 250ml premix,No,,,,gordons london dry gin and tonic 250 ml,Gordon's,London dry gin and tonic,250 ml,0
12490,gordons pink distilled gin tonic 5 % 250ml can,gordons pink distilled gin tonic 5 % 250ml can,Yes,,,,gordon's pink gin & tonic 250 ml,Gordon's,Pink gin & tonic ,250 ml,0
12497,gordons pink gin tonic mixed drink 25cl can,gordons gin slimline tonic mixed drink 25cl can,Yes,https://d1ralsognjng37.cloudfront.net/34a359ba-736c-4427-a8fe-33aa7a1f1d5a.jpeg,,,gordon's gin slimline tonic mixed 250 ml,Gordon's,Gin slimline tonic mixed ,250 ml,0
12497,gordons pink gin tonic mixed drink 25cl can,gordons gin tonic mixed drink 25cl can,Yes,https://d1ralsognjng37.cloudfront.net/ca0a4f3c-4f31-4cc5-b5c8-bad0833907c2.jpeg,,,gordon's pink gin & tonic 250 ml,Gordon's,Pink gin & tonic ,250 ml,0
12497,gordons pink gin tonic mixed drink 25cl can,gordons pink gin tonic mixed drink 25cl can,Yes,https://d1ralsognjng37.cloudfront.net/954baf81-85f3-466e-bacd-be26ddb26171.jpeg,,,gordon's pink gin & tonic 250 ml,Gordon's,Pink gin & tonic ,250 ml,0
12517,gourmet perle cat food mini fillet beef in gravy 85g,gourmet perle cat food mini fillet beef in gravy 85g,Yes,https://d1ralsognjng37.cloudfront.net/6fc17701-eacc-479c-964d-93f149d70595.jpeg,,,gourmet perle mini fillet in gravy 85 g,Gourmet,Perle mini fillet in gravy,85 g,0
12845,guinness draught can 4x440ml,guinness draught 4x470ml can pack,Yes,,,,guinness draught beer 4 x 470 ml,Guinness,Draught beer,4 x 470 ml,0
12845,guinness draught can 4x440ml,guinness draught can 4x440ml,Yes,,,,guinness draught beer 4 x 440 ml,Guinness,Draught beer,4 x 440 ml,0
12850,guinness original 4pk 4x500ml,guinnes original 4pk 500ml,Yes,,,,guinness original beer 4 x 500 ml,Guinness,Original beer,4 x 500 ml,0
12850,guinness original 4pk 4x500ml,guinness original 4pk 4x500ml,Yes,https://d1ralsognjng37.cloudfront.net/b8450bcb-df2b-4d02-8993-9bace0ba3831.jpeg,,,guinness original extra stout beer 4 x 500 ml,Guinness,Original extra stout beer,4 x 500 ml,0
12852,guinness stout 330ml,guinness stout 330ml,Yes,https://d1ralsognjng37.cloudfront.net/533e4d49-7e0a-478b-b1e7-1bda723f1462.jpeg,,,guinness stout beer 330 ml,Guinness,Stout beer ,330 ml,0
12871,h classic clean 2in1 anti dandruff shampoo 225ml,h classic clean 2in1 anti dandruff shampoo 225ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/7f999b2316e4b87429c5a74bb35734a8/b4facf495c22df52f3ca635379ebe613.jpeg,,,head & shoulders 2in1 shampoo & conditioner 225 ml,Head & Shoulders,2in1 shampoo & conditioner,225 ml,0
12914,hagendazs belgian chocolate,hagendazs belgian choc,Yes,,,,häagen-dazs belgian chocolate,Häagen-dazs,Belgian chocolate ice cream,1 unit,0
12914,hagendazs belgian chocolate,hagendazs belgian chocolate,Yes,https://d1ralsognjng37.cloudfront.net/8e9d5bf8-82c8-4341-b73f-d02bf1dd5e06.jpeg,,,häagen-dazs belgian chocolate,Häagen-dazs,Belgian chocolate ice cream,1 unit,0
12915,hagendazs belgian chocolate ice cream 460ml,hagendazs belgian chocolate and hazelnut ice cream 460ml,Yes,https://d1ralsognjng37.cloudfront.net/f3f5def4-ae0e-4f70-a489-79afde0a47c9.jpeg,,,häagen-dazs belgian chocolate & hazelnut ice cream 460 ml,Häagen-dazs,Belgian chocolate & hazelnut ice cream,460 ml,0
12915,hagendazs belgian chocolate ice cream 460ml,hagendazs belgian chocolate ice cream 460ml,Yes,https://d1ralsognjng37.cloudfront.net/704e4acd-5149-4f04-9db8-3bfe855955f7.jpeg,,,häagen-dazs belgian chocolate ice cream 460 ml,Häagen-dazs,Belgian chocolate ice cream,460 ml,0
12977,ham & cheese panini,ham cheese panini,No,https://d1ralsognjng37.cloudfront.net/34c15d04-116c-4351-a44a-1b482b6e9505.jpeg,,,ham & cheese panini,,Ham & cheese panini,1 unit,0
12976,ham cheese half baguette sandwich,ham cheese half baguette sandwich,Yes,https://d1ralsognjng37.cloudfront.net/4b56e680-3e53-402d-b377-7fc6193a487f.jpeg,,,ham cheese half baguette sandwich 1 unit,,Ham cheese half baguette sandwich ,1 unit,0
13002,happy egg free range 6 large egg,happy egg free range 6 large egg,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/509d34b5588a4e87434b2439dccf27bc/859baff1d76042a45e319d1de80aec7a.jpeg,,,the happy egg co. free range large egg 6 units,The happy egg co.,Free range large egg,6 units,0
13418,happy shopper original energy drink 4 x 250 ml,euroshopper energy drink 4 x 250ml 4pk,No,,,,happy shopper original energy drink 4 x 250 ml,Happy Shopper,Original energy drink,4 x 250 ml,0
13639,hardy vr pinot grigio 70cl,hardy vr pinot grigio 70cl,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/defb7e0f095905cbd09f4e92ac8b5693/859baff1d76042a45e319d1de80aec7a.jpeg,,,hardys pinot grigio wine 700 ml,Hardys,Pinot grigio wine ,700 ml,0
13642,hardy vr sauvignon blanc 70cl,hardy vr sauvignon blanc 70cl,Yes,,,,hardys sauvignon blanc wine 700 ml,Hardys,Sauvignon blanc wine,700 ml,0
13647,hardy vr wine,hardy red wine,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/43010603feada418699cfbffd6badfac/b4facf495c22df52f3ca635379ebe613.jpeg,,,hardys wine variety,Hardys,Wine variety,,0
13647,hardy vr wine,hardy vr wine,Yes,https://d1ralsognjng37.cloudfront.net/7014f168-036a-4e93-8239-0b2f523b4ca8.jpeg,,,hardys wine variety,Hardys,Wine variety,,0
13705,haribo bag,haribo bag,Yes,,,,haribo ,Haribo,Haribo,1 unit,0
13745,haribo giant strawbs bag,haribo giant strawbs bag,Yes,https://d1ralsognjng37.cloudfront.net/92d09146-898a-43f4-8a8e-46ecc450e31f.jpeg,,,haribo giant strawbs 1 unit,Haribo,Giant strawbs ,1 unit,0
13751,haribo goldbears bag,haribo goldbears bag,Yes,https://d1ralsognjng37.cloudfront.net/49889b3f-7f42-4327-8dc3-5eb994110eda.jpeg,,,haribo goldbears 1 unit,Haribo,Goldbears,1 unit,0
13770,haribo jelly baby,haribo jelly bean bag,No,https://d1ralsognjng37.cloudfront.net/f25b5f87-7dd6-4590-b8b8-f79f85f19a01.jpeg,,,haribo jelly beans,Haribo,Jelly beans,1 unit,0
13770,haribo jelly baby,haribo jelly bean std,No,https://d1ralsognjng37.cloudfront.net/146cfb14-b24b-4b83-8826-f72b589ad11e.jpeg,,,haribo jelly beans,Haribo,Jelly beans,1 unit,0
13810,haribo starmix share bag 160g,haribo share size starmix 160g,Yes,https://d1ralsognjng37.cloudfront.net/e79798b4-0b0a-4739-aed3-bac4669a3eb3.jpeg,,,haribo starmix share 160 g,Haribo,Starmix share,160 g,0
13810,haribo starmix share bag 160g,haribo starmix share bag 160g,Yes,https://d1ralsognjng37.cloudfront.net/059ca457-cf3f-42e6-8f11-04419cfe8cdf.jpeg,,,haribo starmix share 160 g,Haribo,Starmix share,160 g,0
13829,haribo tangfastics 190g,haribo tangfastics 190g,Yes,https://d1ralsognjng37.cloudfront.net/208fa13a-3c18-4e43-af3b-7107efa8fcf0.jpeg,,,haribo tangfastics 190 g,Haribo,Tangfastics ,190 g,0
13857,hartley rte jelly orange 125g,hartley orange jelly pot 125g,Yes,https://d1ralsognjng37.cloudfront.net/45eb8321-cdfe-4cdc-a93a-a430d031f40b.jpeg,,,hartley jelly orange flavour 125 g,Hartley,Jelly orange flavour ,125 g,0
13857,hartley rte jelly orange 125g,hartley rte jelly orange 125g,Yes,,,,hartley jelly orange flavour 125 g,Hartley,Jelly orange flavour ,125 g,0
13882,harvestbake 3 cream donut,harvestbake 3 cream donut,Yes,https://d1ralsognjng37.cloudfront.net/11748556-5af0-4242-8ea6-2f73666a90ec.jpeg,,,harvestbake cream donuts 3 units,Harvestbake,Cream donuts,3 units,0
13883,harvestbake 4 jammy donut,harvestbake 4 jammy donut,Yes,https://d1ralsognjng37.cloudfront.net/d16eef53-431b-4482-b0e9-2b300ef14cc5.jpeg,,,harvestbake jammy donut 4 units,Harvestbake,Jammy donut,4 units,0
13884,harvestbake white roll 6pk,harvestbake white roll 6pk,Yes,https://d1ralsognjng37.cloudfront.net/cb41e76f-e1f1-4fc1-90dc-5be50f47c896.jpeg,,,harvestbake white rolls 6 pack,Harvestbake,White rolls ,6 pack,0
13975,heineken 4pk can 4440ml,heineken 4pk can 4440ml,Yes,https://d1ralsognjng37.cloudfront.net/71d19faa-de77-4a52-95f1-dc2068461511.jpeg,,,heineken beer 4 x 440 ml,Heineken,Beer,4 x 440 ml,0
13977,heineken 4x440ml can pack,heineken 4x440ml can pack,Yes,,,,heineken beer 4 x 440 ml,Heineken,Beer,4 x 440 ml,0
13982,heineken bottle 650ml,heineken bottle 650ml,Yes,,,,heineken beer 650 ml,Heineken,Beer,650 ml,0
14025,heinz baked bean,heinz baked beanz,No,https://d1ralsognjng37.cloudfront.net/5ee01223-60d5-4c1e-bf57-380d8436f742.jpeg,,,heinz baked bean,Heinz,Baked bean,415 g,0
14025,heinz baked bean,heinz baked beanz can,No,https://tb-static.uber.com/prod/image-proc/processed_images/6361c166af566207207bf62794bf104f/b4facf495c22df52f3ca635379ebe613.jpeg,,,heinz baked bean,Heinz,Baked bean,1 unit,0
14025,heinz baked bean,heinz baked beanz tin,No,,,,heinz baked bean,Heinz,Baked bean,1 unit,0
14201,henry westons vintage reserve 500 ml,henry weston cloudy vintage 500ml,No,https://d1ralsognjng37.cloudfront.net/39420000-5ba3-4147-86ab-9e738364457c.jpeg,,,henry weston cloudy vintage cider 500 ml,Henry Weston,Cloudy vintage cider,500 ml,0
14201,henry westons vintage reserve 500 ml,henry weston vintage cider 4x500ml,No,https://d1ralsognjng37.cloudfront.net/65cd43a8-bf4d-4ff3-85f1-7f141818d054.jpeg,,,henry weston vintage cider 4 x 500 ml,Henry Weston,Vintage cider,4 x 500 ml,0
14201,henry westons vintage reserve 500 ml,henry weston vintage cider bottle 500ml,No,https://tb-static.uber.com/prod/image-proc/processed_images/97d9e8737a16bfe715d401cd81dfafb6/859baff1d76042a45e319d1de80aec7a.jpeg,,,henry westons vintage reserve 500 ml,Henry Weston,Vintage reserve cider,500 ml,0
14201,henry westons vintage reserve 500 ml,henry weston vintage rose 500ml,No,https://d1ralsognjng37.cloudfront.net/72e6b1d0-0f53-4cf9-ba86-b3428d46cee4.jpeg,,,henry weston vintage rose 500 ml,Henry Weston,Vintage rose,500 ml,0
14201,henry westons vintage reserve 500 ml,henry wetsons vintage cider 500ml,No,https://tb-static.uber.com/prod/image-proc/processed_images/97d9e8737a16bfe715d401cd81dfafb6/859baff1d76042a45e319d1de80aec7a.jpeg,,,henry westons vintage reserve 500 ml,Henry Weston,Vintage reserve cider,500 ml,0
14213,heritage banana 5pk,heritage banana 5pk,Yes,,,,heritage banana 5 pack,Heritage,Banana,5 pack,0
14232,heritage cherry tom 250 g,heritage cherry tomato 250g,No,https://tb-static.uber.com/prod/image-proc/processed_images/c7c6675d57cbbf373af1a8cde76e495e/859baff1d76042a45e319d1de80aec7a.jpeg,,,heritage cherry tom 250 g,Heritage,Cherry tomatoes,250 g,0
14254,heritage cooking onion,heritage cooking onion,Yes,https://d1ralsognjng37.cloudfront.net/1637821f-0d56-49d0-ac2c-b42a5c2bc2ce.jpeg,,,heritage cooking onions,Heritage,Cooking onions,,0
14259,heritage creamy coleslaw 250g,heritage creamy coleslaw 250g,Yes,https://d1ralsognjng37.cloudfront.net/6e1c25cc-3db5-478e-a4b9-94353bf58e2a.jpeg,,,heritage creamy coleslaw 250 g,Heritage,Creamy coleslaw ,250 g,0
14338,heritage cucumber,heritage cucumber single,No,,,,heritage cucumber,Heritage,Cucumber,1 unit,0
14338,heritage cucumber,heritage whole cucumber,No,https://d1ralsognjng37.cloudfront.net/743c8d45-4206-44fb-b5a4-b4421a51604c.jpeg,,,heritage cucumber,Heritage,Cucumber,1 unit,0
14286,heritage macaroni & cheese,heritage macaroni cheese,No,https://d1ralsognjng37.cloudfront.net/e79db8e9-65ae-4be6-a8c8-40b01ec1f60b.jpeg,,,heritage macaroni & cheese,Heritage,Macaroni & cheese,400 g,0
14291,heritage mushroom button,heritage baby button mushroom,Yes,https://d1ralsognjng37.cloudfront.net/b858f7ac-50d4-410d-a812-6fc224276048.jpeg,,,heritage baby button mushroom,Heritage,Baby button mushroom,,0
14291,heritage mushroom button,heritage button mushroom,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5fc65c844f9558fd6d3b044b96693b79/859baff1d76042a45e319d1de80aec7a.jpeg,,,heritage button mushroom,Heritage,Button mushroom,,0
14291,heritage mushroom button,heritage mushroom button,Yes,,,,heritage button mushroom,Heritage,Button mushroom,,0
14295,heritage mushroom closed cup,heritage closed cup mushroom,No,https://d1ralsognjng37.cloudfront.net/df790c5b-2c55-44af-a672-3b5de45c4a22.jpeg,,,heritage mushroom closed cup,Heritage,Mushroom closed cup,250 g,0
14295,heritage mushroom closed cup,heritage mushroom closed cup bbe,No,https://d1ralsognjng37.cloudfront.net/b6dc0a2c-32f4-4985-96d0-29b9c4bd27b5.jpeg,,,heritage mushroom closed cup,Heritage,Mushroom closed cup,250 g,0
14315,heritage salad tomato,heritage salad tomato,Yes,,,,heritage salad tomato,Heritage,Salad tomato,,0
14349,hershey cookie and cream,hershey cookie and cream,Yes,https://d1ralsognjng37.cloudfront.net/924126e2-6867-4016-ab6d-91b95141e27c.jpeg,,,hershey cookies and creme chocolate 40 g,Hershey's,Cookies and creme chocolate ,40 g,0
14387,hhoops big hoop bbq beef 50g,hhoops big hoop bbq beef 50g,Yes,https://d1ralsognjng37.cloudfront.net/077ac8ca-6c40-41be-b5b9-c76510c78773.jpeg,,,hula hoops big hoops bbq beef 50 g,Hula hoops,Big hoops bbq beef ,50 g,0
14389,hhoops big hoop original,hhoops big hoop original,Yes,https://d1ralsognjng37.cloudfront.net/73745404-05f9-4f05-b459-0ca5ceb9da9b.jpeg,,,hula hoops big hoops salted potato rings 70 g,Hula hoops,Big hoops salted potato rings,70 g,0
14390,hhoops big hoop original 50g,hhoops big hoop original 50g,Yes,https://d1ralsognjng37.cloudfront.net/58827e76-617e-4a66-8cec-79bc7e484d4b.jpeg,,,hula hoops big salted potato rings 50g,Hula hoops,Big hoops salted potato rings,50 g,0
14409,high st bakery 6 roll,high st bakery 6 roll,Yes,,,,high st bakery 6 units,High st,Bakery,6 units,0
27159,highland sparkling 1.5 l,highland sparkling spring water 1.5l,No,,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland sparkling water 1.5l,No,,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring 1.5ltr,No,,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring btl 1.5l,No,https://d1ralsognjng37.cloudfront.net/39800661-7a0f-42cc-88ac-5559fd3dde37.jpeg,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring sparkling 1.5 littre,No,,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring sparkling 1.5 ltr,No,https://d1ralsognjng37.cloudfront.net/47280044-994a-4179-b163-7a318533233f.jpeg,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring sparkling 1.5l,No,https://d1ralsognjng37.cloudfront.net/84da1d91-97c3-401c-800f-5ffd884d1269.jpeg,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring sparkling btl 1.5l,No,https://d1ralsognjng37.cloudfront.net/7bc238fc-8649-4e62-95d6-ad9dfbb48704.jpeg,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring sparkling water bottle 1.5ltr,No,,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring still 1.5 littre,No,,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring still 1.5 ltr,No,https://d1ralsognjng37.cloudfront.net/0f84dcb1-9e1e-463e-8e90-f059316768a2.jpeg,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring still 1.5ltr,No,,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring still water 1.5l,No,,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
27159,highland sparkling 1.5 l,highland spring still water bottle 1.5ltr,No,,,,highland sparkling 1.5 l,Highland,Sparkling water,1.5 L,0
14492,holsten pils can 4 x 440ml,holsten pils can 4 x 440ml,Yes,,,,holsten pils lager beer 4 x 440 ml,Holsten,Pils lager beer,4 x 440 ml,0
26754,hot bacon & cheese turnover,baconcheese turnover cc,No,,,,hot bacon & cheese turnover,,Hot bacon & cheese turnover,1 unit,0
26754,hot bacon & cheese turnover,smokey bacon cheese turnover,No,https://d1ralsognjng37.cloudfront.net/7cfdf41d-0ac9-4c0c-9533-429f182ee09b.jpeg,,,hot bacon & cheese turnover,,Hot bacon & cheese turnover,1 unit,0
14566,hot dog,hot dog,Yes,https://d1ralsognjng37.cloudfront.net/835d224a-bc3b-4b9e-a926-256a71b06c12.jpeg,,,hot dog 1 unit,,Hot dog,1 unit,0
14572,hot dog wedge,hot dog wedge,Yes,https://d1ralsognjng37.cloudfront.net/fa43d16a-c98a-46af-801a-e0dee6d52038.jpeg,,,hot dog wedge 1 unit,,Hot dog wedge,1 unit,0
14575,hot fresh quarter pounder burger wedge,hot fresh quarter pounder burger,Yes,https://d1ralsognjng37.cloudfront.net/c9d5194a-509f-44d6-9545-69bd83e1b343.jpeg,,,hot fresh quarter pounder burger wedge 1 unit,,Hot fresh quarter pounder burger wedge ,1 unit,0
14575,hot fresh quarter pounder burger wedge,hot fresh quarter pounder burger wedge,Yes,https://d1ralsognjng37.cloudfront.net/3f10701c-d9e2-4ec9-8a3a-fd7ac38026b7.jpeg,,,hot fresh quarter pounder burger wedge 1 unit,,Hot fresh quarter pounder burger wedge ,1 unit,0
14576,hot jacket potato with choice of filling,hot jacket potato with choice of filling,Yes,https://d1ralsognjng37.cloudfront.net/dbd0caf7-9abb-4e01-b293-4ffe86d601a0.jpeg,,,hot jacket potato with choice of filling 1 unit,,Hot jacket potato with choice of filling,1 unit,0
14578,hot lavazza latte coffee,hot lavazza latte coffee,Yes,https://d1ralsognjng37.cloudfront.net/d3864a08-165b-46a4-ac03-0a31be38420e.jpeg,,,hot lavazza latte coffee 1 unit,,Hot lavazza latte coffee,1 unit,0
14582,hot pork stuffing gravy bap,hot pork stuffing gravy bap,Yes,https://d1ralsognjng37.cloudfront.net/2c7930b2-62ab-41f0-9fd2-c7327b916cb1.jpeg,,,hot pork stuffing gravy bap 1 unit,,Hot pork stuffing gravy bap ,1 unit,0
25900,hot sausage roll,sausage roll,No,https://d1ralsognjng37.cloudfront.net/85878281-b519-4fc8-bade-4ef08752756b.jpeg,,,hot sausage roll,,Hot sausage roll,1 unit,0
14584,hot spicy meatball,dfe hot spicy meatball,Yes,https://d1ralsognjng37.cloudfront.net/f9d487a1-19c6-4140-9888-af204eb7d8ec.jpeg,,,delicatessen hot spicy meatball,Delicatessen,Hot spicy meatball,,0
14584,hot spicy meatball,hot spicy meatball,Yes,https://d1ralsognjng37.cloudfront.net/a693d10c-5cd4-4463-8498-369ecd74b65b.jpeg,,,delicatessen hot spicy meatball,Delicatessen,Hot spicy meatball,,0
14632,hovis  medium loaf 800 g,hovis medium 800g,No,,,,hovis  medium loaf 800 g,Hovis,Medium loaf bread,800 g,0
14706,huggies natural care baby wipe,huggies natural care baby wipe,Yes,https://d1ralsognjng37.cloudfront.net/ac209831-456a-468f-99e9-af8c9bc58015.webp,,,huggies natural care baby wipe,Huggies,Natural care baby wipe,,0
14768,hula hoop  80 g,big hula hoop bbq beef 80g,No,https://d1ralsognjng37.cloudfront.net/859cf8a6-c66f-43a7-81a8-014a6552a440.jpeg,,,hula hoop big hoops bbq beef crisp 80 g,Hula hoop,Big hoops bbq beef ,80 g,0
14768,hula hoop  80 g,hula hoop bbq beef 80g,No,,,,hula hoop  80 g,Hula hoop,Hula hoop,80 g,0
